PredictionDate,CreateDateTime,DBD,DepartureDate,FlightNo,DepartureStation,ArrivalStation,AircraftType,Capacity,ScheduledDepartureTime,ProjectedTotalPax,PredictedBaggageWeight,ReportingDate,MedianPredBaggageWt,Sector,SECTOR_TYPE,MONTH,DAY_WEEK,TIME_BAND,Duration,Delay,ActualTotalPax,ActualBaggageWeight,APE
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG710,BOM,DEL,Boeing,189,2025-05-19 22:35:00,141,815.446044921875,2025-05-18,1016.78125,BOM-DEL,Metro to Metro,May,Monday,G,Within 3 hour,On Time,154.0,1016.0,0.19739562507689468
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG711,CCU,IXB,Boeing,189,2025-05-19 13:30:00,86,352.73114013671875,2025-05-18,227.5,CCU-IXB,Metro to Non-Metro,May,Monday,D,Within 1.5 hour,On Time,160.0,1012.0,0.6514514425526494
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG711,DEL,CCU,Boeing,189,2025-05-19 09:20:00,174,2175.913818359375,2025-05-18,1511.6666666666667,DEL-CCU,Metro to Metro,May,Monday,C,Within 3 hour,On Time,177.0,1307.0,0.6648154692879686
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG712,CCU,DEL,Boeing,189,2025-05-19 17:10:00,154,1714.9842529296875,2025-05-18,735.6666666666666,CCU-DEL,Metro to Metro,May,Monday,E,Within 3 hour,On Time,178.0,1073.0,0.5983077846502214
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG712,IXB,CCU,Boeing,189,2025-05-19 15:20:00,90,992.0890502929688,2025-05-18,979.6666666666666,IXB-CCU,Non-Metro to Metro,May,Monday,D,Within 1.5 hour,On Time,95.0,763.0,0.30024777233678734
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG8157,DEL,BOM,Boeing,149,2025-05-19 06:10:00,138,906.388427734375,2025-05-18,1025.046511627907,DEL-BOM,Metro to Metro,May,Monday,B,Within 3 hour,On Time,138.0,757.0,0.19734270506522458
2025-05-18,2025-05-18 06:01:47,1,2025-05-19,SG8169,GAU,DEL,Boeing,149,2025-05-19 14:45:00,135,1192.919921875,2025-05-18,1507.4054054054054,GAU-DEL,Non-Metro to Metro,May,Monday,D,Within 3 hour,On Time,108.0,779.0,0.5313477816110398
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG126,DEL,IXB,Boeing,149,2025-05-17 13:50:00,147,1802.5067138671875,2025-05-16,1325.4117647058824,DEL-IXB,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,144.0,1231.0,0.46426215586286557
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG12,DXB,DEL,Boeing,189,2025-05-17 22:45:00,149,2722.595947265625,2025-05-16,2683.3636363636365,DXB-DEL,International to Metro,May,Saturday,G,More than 3 hour,Preponed,171.0,3387.0,0.19616299165467227
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG131,BOM,COK,Boeing,189,2025-05-17 13:55:00,173,2622.869140625,0001-01-01,,BOM-COK,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,187.0,1958.0,0.3395654446501532
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG132,COK,BOM,Boeing,189,2025-05-17 16:55:00,176,3145.334228515625,0001-01-01,,COK-BOM,Non-Metro to Metro,May,Saturday,E,Within 3 hour,On Time,186.0,1869.0,0.682896858488831
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG13,BOM,DXB,Boeing,186,2025-05-17 23:15:00,170,2604.770751953125,2025-05-16,2872.5555555555557,BOM-DXB,Metro to International,May,Saturday,G,Within 3 hour,On Time,175.0,3020.0,0.13749312849234271
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG14,DXB,BOM,Boeing,186,2025-05-17 02:15:00,153,2786.108642578125,2025-05-16,1671.7272727272727,DXB-BOM,International to Metro,May,Saturday,A,More than 3 hour,Delayed,173.0,3178.0,0.1233138317878776
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG151,DEL,BLR,Boeing,189,2025-05-17 20:20:00,176,1502.729736328125,2025-05-16,1283.15,DEL-BLR,Metro to Metro,May,Saturday,F,Within 3 hour,On Time,186.0,1726.0,0.12935704731858344
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG158,BOM,DEL,Boeing,149,2025-05-17 09:05:00,149,1520.26123046875,2025-05-16,1420.840909090909,BOM-DEL,Metro to Metro,May,Saturday,C,Within 3 hour,On Time,141.0,1572.0,0.03291270326415394
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG158,DEL,GAU,Boeing,149,2025-05-17 12:10:00,149,1427.779052734375,2025-05-16,1702.7297297297298,DEL-GAU,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,149.0,1321.0,0.08083198541587812
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG15,AMD,DXB,Boeing,189,2025-05-17 16:35:00,189,3599.42138671875,2025-05-16,3321.7555555555555,AMD-DXB,Metro to International,May,Saturday,E,Within 3 hour,On Time,182.0,3479.0,0.03461379325057488
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG16,DXB,AMD,Boeing,189,2025-05-17 19:25:00,153,3022.703125,2025-05-16,2589.0,DXB-AMD,International to Metro,May,Saturday,F,More than 3 hour,Delayed,159.0,3082.0,0.019239738805970148
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG170,DEL,AMD,Boeing,189,2025-05-17 06:00:00,109,1208.2144775390625,2025-05-16,984.7,DEL-AMD,Metro to Metro,May,Saturday,B,Within 3 hour,On Time,170.0,1251.0,0.03420105712305156
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG171,AMD,DEL,Boeing,189,2025-05-17 08:10:00,182,2350.28515625,2025-05-16,1366.1,AMD-DEL,Metro to Metro,May,Saturday,C,Within 3 hour,On Time,152.0,1061.0,1.215160373468426
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG173,CCJ,BOM,Boeing,186,2025-05-17 10:30:00,172,2047.737548828125,2025-05-16,1133.3846153846155,CCJ-BOM,Non-Metro to Metro,May,Saturday,C,Within 3 hour,On Time,169.0,1400.0,0.462669677734375
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG174,BOM,CCJ,Boeing,186,2025-05-17 20:25:00,155,1880.2633056640625,2025-05-16,1098.2307692307693,BOM-CCJ,Metro to Non-Metro,May,Saturday,F,Within 3 hour,On Time,170.0,1458.0,0.28961817946780694
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG17,DXB,COK,Boeing,186,2025-05-17 12:10:00,175,4069.834228515625,2025-05-16,3916.5777777777776,DXB-COK,International to Non-Metro,May,Saturday,D,More than 3 hour,Delayed,182.0,4218.0,0.03512702026656591
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG184,DEL,CCU,Boeing,212,2025-05-17 21:45:00,184,1601.442626953125,2025-05-16,1623.6333333333334,DEL-CCU,Metro to Metro,May,Saturday,G,Within 3 hour,On Time,177.0,1376.0,0.16383911842523619
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG185,CCU,DEL,Boeing,212,2025-05-17 06:10:00,182,1312.584228515625,2025-05-16,1514.551724137931,CCU-DEL,Metro to Metro,May,Saturday,B,Within 3 hour,On Time,182.0,1359.0,0.03415435723647903
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG18,COK,DXB,Boeing,186,2025-05-17 23:15:00,186,3559.593994140625,2025-05-16,3636.813953488372,COK-DXB,Non-Metro to International,May,Saturday,G,Within 3 hour,On Time,183.0,4315.0,0.17506512302650637
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG196,BOM,GOP,Boeing,186,2025-05-17 15:35:00,154,1399.986572265625,2025-05-16,1744.878048780488,BOM-GOP,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,181.0,1414.0,0.009910486375088401
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG197,GOP,BOM,Boeing,186,2025-05-17 18:40:00,180,1578.2703857421875,2025-05-16,1374.1463414634147,GOP-BOM,Non-Metro to Metro,May,Saturday,E,Within 3 hour,On Time,185.0,1513.0,0.04313971298227859
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG199,IXB,DEL,Boeing,149,2025-05-17 17:05:00,142,1472.51416015625,2025-05-16,1139.5882352941176,IXB-DEL,Non-Metro to Metro,May,Saturday,E,Within 3 hour,On Time,138.0,1279.0,0.15130114163897576
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG23,IXM,DXB,Boeing,189,2025-05-17 12:00:00,163,2964.688232421875,2025-05-16,2800.1136363636365,IXM-DXB,Non-Metro to International,May,Saturday,D,Within 3 hour,On Time,145.0,2880.0,0.029405636257595485
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG24,DXB,IXM,Boeing,189,2025-05-17 05:00:00,184,4487.34130859375,2025-05-16,3580.266666666667,DXB-IXM,International to Non-Metro,May,Saturday,A,More than 3 hour,Delayed,185.0,4588.0,0.021939557847918484
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG252,BOM,DEL,Boeing,189,2025-05-17 05:55:00,150,1185.0802001953125,2025-05-16,1379.0,BOM-DEL,Metro to Metro,May,Saturday,B,Within 3 hour,On Time,166.0,1411.0,0.16011325287362685
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG269,DEL,BOM,Boeing,189,2025-05-17 20:30:00,159,940.3111572265625,2025-05-16,756.5714285714286,DEL-BOM,Metro to Metro,May,Saturday,F,Within 3 hour,On Time,38.0,301.0,2.123957332978613
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG41,DEL,KTM,Boeing,189,2025-05-17 08:10:00,63,910.4293212890625,2025-05-16,776.8,DEL-KTM,Metro to International,May,Saturday,C,Within 3 hour,On Time,53.0,468.0,0.9453617976262019
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG42,KTM,DEL,Boeing,189,2025-05-17 10:55:00,135,2766.731689453125,2025-05-16,1700.2,KTM-DEL,International to Metro,May,Saturday,C,Within 3 hour,Preponed,163.0,2244.0,0.23294638567429812
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG475,DEL,DBR,Boeing,189,2025-05-17 10:30:00,187,1501.3642578125,2025-05-16,1421.860465116279,DEL-DBR,Metro to Non-Metro,May,Saturday,C,Within 3 hour,On Time,185.0,2082.0,0.27888364178073966
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG477,DBR,DEL,Boeing,189,2025-05-17 12:50:00,172,1447.4521484375,2025-05-16,1476.5365853658536,DBR-DEL,Non-Metro to Metro,May,Saturday,D,Within 3 hour,On Time,179.0,1461.0,0.009272999016084874
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG477,DEL,PNQ,Boeing,189,2025-05-17 15:25:00,171,1643.7249755859375,2025-05-16,1620.8444444444444,DEL-PNQ,Metro to Metro,May,Saturday,D,Within 3 hour,On Time,178.0,1746.0,0.05857676083279639
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG502,BOM,IXB,Boeing,186,2025-05-17 16:15:00,123,1581.8524169921875,2025-05-16,1531.0,BOM-IXB,Metro to Non-Metro,May,Saturday,E,Within 3 hour,On Time,142.0,1184.0,0.3360240008379962
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG503,IXB,BOM,Boeing,186,2025-05-17 19:30:00,151,1838.0064697265625,2025-05-16,1054.3333333333333,IXB-BOM,Non-Metro to Metro,May,Saturday,F,More than 3 hour,On Time,166.0,1635.0,0.1241629784260321
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG505,BOM,IXB,Boeing,186,2025-05-17 08:00:00,174,1739.84814453125,2025-05-16,1828.3953488372092,BOM-IXB,Metro to Non-Metro,May,Saturday,B,Within 3 hour,On Time,179.0,1857.0,0.06308662114633817
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG506,IXB,BOM,Boeing,186,2025-05-17 11:25:00,167,1362.8985595703125,2025-05-16,1379.0697674418604,IXB-BOM,Non-Metro to Metro,May,Saturday,D,More than 3 hour,On Time,130.0,1026.0,0.32836116917184455
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG507,BOM,VNS,Boeing,189,2025-05-17 20:50:00,169,2058.5224609375,2025-05-16,1431.7142857142858,BOM-VNS,Metro to Non-Metro,May,Saturday,F,Within 3 hour,On Time,188.0,1650.0,0.24758937026515151
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG508,VNS,BOM,Boeing,189,2025-05-17 23:45:00,152,1992.6964111328125,2025-05-16,1329.142857142857,VNS-BOM,Non-Metro to Metro,May,Saturday,G,Within 3 hour,On Time,189.0,1513.0,0.3170498421234716
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG514,HYD,VNS,Boeing,189,2025-05-17 12:20:00,168,1712.769775390625,2025-05-16,1158.5,HYD-VNS,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,162.0,937.0,0.8279293227221185
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG515,VNS,HYD,Boeing,189,2025-05-17 15:05:00,177,2404.93359375,2025-05-16,1136.142857142857,VNS-HYD,Non-Metro to Metro,May,Saturday,D,Within 3 hour,On Time,184.0,1466.0,0.6404731198840382
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG516,HYD,DEL,Boeing,189,2025-05-17 17:40:00,180,1991.7353515625,2025-05-16,1268.357142857143,HYD-DEL,Metro to Metro,May,Saturday,E,Within 3 hour,On Time,181.0,1476.0,0.349414194825542
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG517,DEL,HYD,Boeing,189,2025-05-17 09:15:00,149,1873.27197265625,2025-05-16,1410.4285714285713,DEL-HYD,Metro to Metro,May,Saturday,C,Within 3 hour,On Time,182.0,1568.0,0.194688758071588
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG51,PNQ,DXB,Boeing,189,2025-05-17 20:50:00,174,3345.440185546875,2025-05-16,3053.733333333333,PNQ-DXB,Metro to International,May,Saturday,F,Within 3 hour,On Time,174.0,3157.0,0.05968963748713177
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG529,BLR,GOX,Boeing,189,2025-05-17 06:35:00,180,1720.209228515625,2025-05-16,847.9,BLR-GOX,Metro to Non-Metro,May,Saturday,B,Within 1.5 hour,On Time,182.0,1021.0,0.6848278437959109
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG52,DXB,PNQ,Boeing,189,2025-05-17 00:05:00,180,3028.781982421875,2025-05-16,1982.8444444444444,DXB-PNQ,International to Metro,May,Saturday,A,More than 3 hour,Delayed,175.0,3251.0,0.06835374271858659
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG530,BLR,DEL,Boeing,189,2025-05-17 23:45:00,164,1232.71142578125,2025-05-16,1493.2380952380952,BLR-DEL,Metro to Metro,May,Saturday,G,More than 3 hour,On Time,188.0,1641.0,0.24880473748857404
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG531,BLR,PAT,Boeing,189,2025-05-17 16:50:00,179,1340.9317626953125,2025-05-16,1353.8,BLR-PAT,Metro to Non-Metro,May,Saturday,E,Within 3 hour,On Time,188.0,1555.0,0.1376644612891881
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG532,PAT,BLR,Boeing,189,2025-05-17 20:15:00,168,1625.000244140625,2025-05-16,1584.2,PAT-BLR,Non-Metro to Metro,May,Saturday,F,Within 3 hour,On Time,179.0,1855.0,0.1239890867166442
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG534,BLR,DBR,Boeing,189,2025-05-17 09:55:00,165,1346.8956298828125,2025-05-16,953.8,BLR-DBR,Metro to Non-Metro,May,Saturday,C,Within 3 hour,On Time,154.0,1401.0,0.03861839408792826
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG534,GOX,BLR,Boeing,189,2025-05-17 08:10:00,144,1960.973388671875,2025-05-16,1388.8,GOX-BLR,Non-Metro to Metro,May,Saturday,C,Within 1.5 hour,On Time,142.0,797.0,1.4604433985845358
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG535,DBR,BLR,Boeing,189,2025-05-17 13:30:00,166,1985.4154052734375,2025-05-16,1218.1,DBR-BLR,Non-Metro to Metro,May,Saturday,D,Within 3 hour,On Time,183.0,2011.0,0.01272232457810169
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG53,CCJ,DXB,Boeing,186,2025-05-17 23:25:00,186,3791.328369140625,2025-05-16,3771.733333333333,CCJ-DXB,Non-Metro to International,May,Saturday,G,Within 3 hour,On Time,182.0,4176.0,0.0921148541329921
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG54,DXB,CCJ,Boeing,186,2025-05-17 03:40:00,181,4700.7568359375,2025-05-16,4574.644444444444,DXB-CCJ,International to Non-Metro,May,Saturday,A,More than 3 hour,Delayed,185.0,4780.0,0.016578067795502093
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG55,ATQ,DXB,Boeing,186,2025-05-17 09:15:00,173,2855.641845703125,2025-05-16,2943.8611111111113,ATQ-DXB,Non-Metro to International,May,Saturday,C,Within 3 hour,On Time,174.0,3122.0,0.08531651322769859
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG56,DXB,ATQ,Boeing,186,2025-05-17 03:00:00,115,2263.9326171875,2025-05-16,2578.472222222222,DXB-ATQ,International to Non-Metro,May,Saturday,A,More than 3 hour,Delayed,149.0,2361.0,0.04111282626535366
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG59,BOM,DXB,Boeing,189,2025-05-17 02:00:00,173,2751.112060546875,2025-05-16,2667.688888888889,BOM-DXB,Metro to International,May,Saturday,A,Within 3 hour,On Time,140.0,2160.0,0.2736629909939236
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG5,DEL,DXB,Boeing,189,2025-05-17 18:45:00,180,2283.855712890625,2025-05-16,2608.9333333333334,DEL-DXB,Metro to International,May,Saturday,E,Within 3 hour,On Time,185.0,1822.0,0.2534883166249314
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG60,DXB,BOM,Boeing,189,2025-05-17 16:00:00,124,2304.72607421875,2025-05-16,1434.6279069767443,DXB-BOM,International to Metro,May,Saturday,D,More than 3 hour,Delayed,117.0,2355.0,0.02134773918524416
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG611,AMD,DED,Boeing,189,2025-05-17 11:30:00,152,1287.29150390625,2025-05-16,1210.409090909091,AMD-DED,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,149.0,1332.0,0.03356493700731982
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG616,DED,AMD,Boeing,189,2025-05-17 13:50:00,95,770.9642333984375,2025-05-16,959.1590909090909,DED-AMD,Non-Metro to Metro,May,Saturday,D,Within 3 hour,On Time,91.0,825.0,0.06549789891098484
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG6,DXB,DEL,Boeing,189,2025-05-17 11:10:00,106,2022.5623779296875,2025-05-16,2160.288888888889,DXB-DEL,International to Metro,May,Saturday,D,More than 3 hour,Delayed,97.0,1814.0,0.11497374748053335
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG709,DEL,BOM,Boeing,149,2025-05-17 18:25:00,135,1157.8095703125,2025-05-16,980.258064516129,DEL-BOM,Metro to Metro,May,Saturday,E,Within 3 hour,On Time,144.0,1283.0,0.09757632867303195
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG710,BOM,DEL,Boeing,149,2025-05-17 22:35:00,138,961.5413208007812,2025-05-16,1022.6774193548387,BOM-DEL,Metro to Metro,May,Saturday,G,Within 3 hour,On Time,96.0,615.0,0.5634818224402948
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG711,CCU,IXB,Boeing,189,2025-05-17 13:30:00,125,1858.4892578125,2025-05-16,227.5,CCU-IXB,Metro to Non-Metro,May,Saturday,D,Within 1.5 hour,On Time,181.0,1280.0,0.45194473266601565
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG711,DEL,CCU,Boeing,189,2025-05-17 09:20:00,174,2557.058349609375,2025-05-16,1452.0,DEL-CCU,Metro to Metro,May,Saturday,C,Within 3 hour,On Time,171.0,1185.0,1.1578551473496836
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG712,CCU,DEL,Boeing,189,2025-05-17 17:10:00,119,2112.631591796875,2025-05-16,396.5,CCU-DEL,Metro to Metro,May,Saturday,E,Within 3 hour,On Time,182.0,1378.0,0.5331143626972968
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG712,IXB,CCU,Boeing,189,2025-05-17 15:20:00,96,1318.2059326171875,2025-05-16,1168.0,IXB-CCU,Non-Metro to Metro,May,Saturday,D,Within 1.5 hour,On Time,118.0,966.0,0.3646024147175854
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG8157,DEL,BOM,Boeing,149,2025-05-17 06:10:00,139,1044.9530029296875,2025-05-16,1022.7674418604652,DEL-BOM,Metro to Metro,May,Saturday,B,Within 3 hour,On Time,141.0,1089.0,0.040447196575126264
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG8169,GAU,DEL,Boeing,149,2025-05-17 14:45:00,141,1379.8673095703125,2025-05-16,1540.4324324324325,GAU-DEL,Non-Metro to Metro,May,Saturday,D,Within 3 hour,On Time,148.0,1395.0,0.010847806759632617
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG831,BLR,DED,Boeing,144,2025-05-17 05:20:00,132,769.7139892578125,2025-05-16,891.6829268292682,BLR-DED,Metro to Non-Metro,May,Saturday,B,Within 3 hour,On Time,124.0,1195.0,0.35588787509806485
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG832,DED,BLR,Boeing,144,2025-05-17 09:00:00,128,818.7675170898438,2025-05-16,858.390243902439,DED-BLR,Non-Metro to Metro,May,Saturday,C,More than 3 hour,On Time,118.0,1224.0,0.33107228995927795
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG869,CCU,BLR,Boeing,144,2025-05-17 23:40:00,140,1368.0833740234375,2025-05-16,1049.1714285714286,CCU-BLR,Metro to Metro,May,Saturday,G,Within 3 hour,On Time,144.0,1225.0,0.11680275430484693
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG873,BLR,CCU,Boeing,144,2025-05-17 20:20:00,143,1223.435791015625,2025-05-16,1289.3428571428572,BLR-CCU,Metro to Metro,May,Saturday,F,Within 3 hour,On Time,137.0,885.0,0.3824133231814972
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG87,DEL,BKK,Boeing,189,2025-05-17 21:20:00,84,1047.829345703125,2025-05-16,1555.6153846153845,DEL-BKK,Metro to International,May,Saturday,F,More than 3 hour,On Time,89.0,984.0,0.06486722124301321
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG88,BKK,DEL,Boeing,189,2025-05-17 03:50:00,98,1165.9049072265625,2025-05-16,1805.974358974359,BKK-DEL,International to Metro,May,Saturday,A,Within 3 hour,Preponed,113.0,1515.0,0.23042580381084984
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG895,BLR,IXB,Boeing,144,2025-05-17 12:55:00,142,1043.988037109375,2025-05-16,1236.3255813953488,BLR-IXB,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,136.0,1055.0,0.010437879517180094
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG896,IXB,BLR,Boeing,144,2025-05-17 16:15:00,137,1304.4329833984375,2025-05-16,1193.547619047619,IXB-BLR,Non-Metro to Metro,May,Saturday,E,More than 3 hour,On Time,139.0,1050.0,0.24231712704613095
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG914,DEL,IXB,Boeing,212,2025-05-17 15:00:00,201,1795.556640625,2025-05-16,1731.0666666666666,DEL-IXB,Metro to Non-Metro,May,Saturday,D,Within 3 hour,On Time,196.0,1890.0,0.04997003141534392
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG937,PNQ,DEL,Boeing,189,2025-05-17 06:00:00,180,1494.343505859375,2025-05-16,1598.4888888888888,PNQ-DEL,Metro to Metro,May,Saturday,B,Within 3 hour,On Time,175.0,1531.0,0.0239428439847322
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG944,BOM,PAT,Boeing,186,2025-05-17 06:55:00,160,1821.0526123046875,2025-05-16,1208.8333333333333,BOM-PAT,Metro to Non-Metro,May,Saturday,B,Within 3 hour,On Time,177.0,1377.0,0.32247829506513254
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG948,PAT,BOM,Boeing,186,2025-05-17 10:10:00,143,1751.6280517578125,2025-05-16,1013.1666666666666,PAT-BOM,Non-Metro to Metro,May,Saturday,C,Within 3 hour,On Time,157.0,1200.0,0.4596900431315104
2025-05-16,2025-05-16 06:03:09,1,2025-05-17,SG950,IXB,DEL,Boeing,212,2025-05-17 17:45:00,156,2070.932861328125,2025-05-16,1088.5,IXB-DEL,Non-Metro to Metro,May,Saturday,E,Within 3 hour,On Time,110.0,922.0,1.2461310860391812
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG115,BOM,DBR,Boeing,189,2025-05-22 06:30:00,141,1175.6864013671875,2025-05-21,1693.65,BOM-DBR,Metro to Non-Metro,May,Thursday,B,Within 3 hour,On Time,166.0,1452.0,0.1902986216479425
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG116,DBR,BOM,Boeing,189,2025-05-22 09:30:00,132,1128.8526611328125,2025-05-21,1289.25,DBR-BOM,Non-Metro to Metro,May,Thursday,C,Within 3 hour,On Time,115.0,1131.0,0.0018986196880526082
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG11,DEL,DXB,Boeing,189,2025-05-22 07:45:00,180,2185.0810546875,2025-05-21,2452.6,DEL-DXB,Metro to International,May,Thursday,B,Within 3 hour,On Time,172.0,1706.0,0.28082125128223917
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG123,DEL,IXL,Boeing,149,2025-05-22 10:25:00,149,1349.293212890625,2025-05-21,1474.6666666666667,DEL-IXL,Metro to Non-Metro,May,Thursday,C,Within 1.5 hour,On Time,129.0,1483.0,0.09015966763949763
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG124,IXL,DEL,Boeing,149,2025-05-22 12:20:00,149,1248.3956298828125,2025-05-21,1026.448275862069,IXL-DEL,Non-Metro to Metro,May,Thursday,D,Within 1.5 hour,On Time,132.0,1404.0,0.11082932344529024
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG126,DEL,IXB,Boeing,149,2025-05-22 13:50:00,141,1350.6611328125,2025-05-21,1335.4736842105262,DEL-IXB,Metro to Non-Metro,May,Thursday,D,Within 3 hour,On Time,146.0,1448.0,0.06722297457700276
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG12,DXB,DEL,Boeing,189,2025-05-22 22:45:00,141,2455.9287109375,2025-05-21,2649.8636363636365,DXB-DEL,International to Metro,May,Thursday,G,More than 3 hour,Preponed,178.0,2671.0,0.08052088695713217
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG131,BOM,COK,Boeing,189,2025-05-22 13:55:00,186,2622.449951171875,2025-05-21,1714.8,BOM-COK,Metro to Non-Metro,May,Thursday,D,Within 3 hour,On Time,188.0,1906.0,0.37589189463372247
2025-05-21,2025-05-21 06:03:36,1,2025-05-22,SG132,COK,BOM,Boeing,189,2025-05-22 16:55:00,158,2334.115478515625,2025-05-21,1514.2,COK-BOM,Non-Metro to Metro,May,Thursday,E,Within 3 hour,On Time,153.0,1396.0,0.6720024917733703
