PredictionDate,CreateDateTime,DBD,DepartureDate,FlightNo,DepartureStation,ArrivalStation,AircraftType,Capacity,ScheduledDepartureTime,ProjectedTotalPax,PredictedBaggageWeight,ReportingDate,MedianPredBaggageWt,Sector,SECTOR_TYPE,MONTH,DAY_WEEK,TIME_BAND,Duration,Delay,ActualTotalPax,ActualBaggageWeight,APE
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG88,BKK,DEL,Boeing,189,2025-05-20 03:50:00,88,1150.146728515625,2025-05-19,1781.8157894736842,BKK-DEL,International to Metro,May,Tuesday,A,Within 3 hour,Preponed,87.0,1188.0,0.03186302313499579
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG895,BLR,IXB,Boeing,144,2025-05-20 12:55:00,141,1007.968994140625,2025-05-19,1204.1860465116279,BLR-IXB,Metro to Non-Metro,May,Tuesday,D,Within 3 hour,On Time,132.0,741.0,0.36028204337466263
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG914,DEL,IXB,Boeing,212,2025-05-20 15:00:00,183,1692.8695068359375,2025-05-19,1723.2045454545455,DEL-IXB,Metro to Non-Metro,May,Tuesday,D,Within 3 hour,On Time,178.0,1424.0,0.18881285592411343
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG914,PNQ,DEL,Boeing,212,2025-05-20 12:00:00,167,2324.174560546875,2025-05-19,1325.25,PNQ-DEL,Metro to Metro,May,Tuesday,D,Within 3 hour,On Time,204.0,1731.0,0.3426773891085355
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG937,PNQ,DEL,Boeing,189,2025-05-20 05:55:00,148,1163.5909423828125,2025-05-19,1600.0666666666666,PNQ-DEL,Metro to Metro,May,Tuesday,B,Within 3 hour,On Time,159.0,1401.0,0.16945685768535867
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG944,BOM,PAT,Boeing,186,2025-05-20 06:55:00,160,1854.7808837890625,2025-05-19,1202.2222222222222,BOM-PAT,Metro to Non-Metro,May,Tuesday,B,Within 3 hour,On Time,170.0,1439.0,0.2889373758089385
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG948,PAT,BOM,Boeing,186,2025-05-20 10:10:00,139,1633.74365234375,2025-05-19,1052.2222222222222,PAT-BOM,Non-Metro to Metro,May,Tuesday,C,Within 3 hour,On Time,158.0,1222.0,0.3369424323598609
2025-05-19,2025-05-19 06:09:43,1,2025-05-20,SG950,IXB,DEL,Boeing,212,2025-05-20 17:45:00,78,1047.6611328125,2025-05-19,1012.5,IXB-DEL,Non-Metro to Metro,May,Tuesday,E,Within 3 hour,On Time,90.0,641.0,0.6344167438572543
2025-05-23,2025-05-23 06:03:20,1,2025-05-24,SG115,BOM,DBR,Boeing,189,2025-05-24 06:30:00,152,1347.917236328125,2025-05-23,1691.275,BOM-DBR,Metro to Non-Metro,May,Saturday,B,Within 3 hour,On Time,180.0,1426.0,0.05475649626358696
2025-05-23,2025-05-23 06:03:20,1,2025-05-24,SG116,DBR,BOM,Boeing,189,2025-05-24 09:30:00,167,1396.0579833984375,2025-05-23,1289.9,DBR-BOM,Non-Metro to Metro,May,Saturday,C,Within 3 hour,On Time,172.0,1590.0,0.1219761110701651
2025-05-23,2025-05-23 06:03:20,1,2025-05-24,SG11,DEL,DXB,Boeing,189,2025-05-24 07:45:00,172,2139.05908203125,2025-05-23,2424.311111111111,DEL-DXB,Metro to International,May,Saturday,B,Within 3 hour,On Time,161.0,2451.0,0.1272708763642391
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG115,BOM,DBR,Boeing,189,2025-05-21 06:30:00,164,1312.254150390625,2025-05-20,1694.075,BOM-DBR,Metro to Non-Metro,May,Wednesday,B,Within 3 hour,On Time,170.0,1565.0,0.1614989454373003
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG116,DBR,BOM,Boeing,189,2025-05-21 09:30:00,165,1387.14697265625,2025-05-20,1267.4,DBR-BOM,Non-Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,157.0,1319.0,0.0516656350691812
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG11,DEL,DXB,Boeing,189,2025-05-21 07:45:00,180,2320.149169921875,2025-05-20,2455.6666666666665,DEL-DXB,Metro to International,May,Wednesday,B,Within 3 hour,On Time,180.0,2364.0,0.018549420506821065
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG126,DEL,IXB,Boeing,149,2025-05-21 14:30:00,139,1299.778564453125,2025-05-20,1353.6666666666667,DEL-IXB,Metro to Non-Metro,May,Wednesday,D,Within 3 hour,On Time,137.0,1323.0,0.01755210547760771
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG129,DEL,IXL,Boeing,149,2025-05-21 10:25:00,139,1824.42626953125,2025-05-20,1673.0,DEL-IXL,Metro to Non-Metro,May,Wednesday,C,Within 1.5 hour,On Time,148.0,1570.0,0.1620549487460191
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG12,DXB,DEL,Boeing,189,2025-05-21 22:45:00,107,1694.9520263671875,2025-05-20,2662.681818181818,DXB-DEL,International to Metro,May,Wednesday,G,More than 3 hour,Preponed,154.0,2548.0,0.334791198443019
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG130,IXL,DEL,Boeing,149,2025-05-21 12:20:00,52,1537.6727294921875,2025-05-20,283.0,IXL-DEL,Non-Metro to Metro,May,Wednesday,D,Within 1.5 hour,On Time,100.0,773.0,0.9892273344012775
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG131,BOM,COK,Boeing,189,2025-05-21 13:55:00,187,2669.79296875,2025-05-20,1687.75,BOM-COK,Metro to Non-Metro,May,Wednesday,D,Within 3 hour,On Time,175.0,1654.0,0.6141432701027811
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG132,COK,BOM,Boeing,189,2025-05-21 16:55:00,160,2230.7861328125,2025-05-20,1461.0,COK-BOM,Non-Metro to Metro,May,Wednesday,E,Within 3 hour,On Time,71.0,733.0,2.043364437670532
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG13,BOM,DXB,Boeing,186,2025-05-21 23:15:00,164,2225.982421875,2025-05-20,2875.288888888889,BOM-DXB,Metro to International,May,Wednesday,G,Within 3 hour,On Time,135.0,2014.0,0.10525442992800398
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG14,DXB,BOM,Boeing,186,2025-05-21 02:15:00,95,1764.109130859375,2025-05-20,1745.0227272727273,DXB-BOM,International to Metro,May,Wednesday,A,More than 3 hour,Delayed,139.0,2180.0,0.19077562804615825
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG151,DEL,BLR,Boeing,189,2025-05-21 20:20:00,166,1230.1380615234375,2025-05-20,1313.128205128205,DEL-BLR,Metro to Metro,May,Wednesday,F,Within 3 hour,On Time,183.0,1508.0,0.1842585798916197
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG158,BOM,DEL,Boeing,149,2025-05-21 09:05:00,138,1013.39892578125,2025-05-20,1410.840909090909,BOM-DEL,Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,130.0,886.0,0.143791112619921
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG15,AMD,DXB,Boeing,189,2025-05-21 16:35:00,189,3449.93212890625,2025-05-20,3312.3333333333335,AMD-DXB,Metro to International,May,Wednesday,E,Within 3 hour,On Time,186.0,3361.0,0.0264600205017108
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG16,DXB,AMD,Boeing,189,2025-05-21 19:25:00,110,2085.0537109375,2025-05-20,2632.088888888889,DXB-AMD,International to Metro,May,Wednesday,F,More than 3 hour,Delayed,130.0,2271.0,0.08187859491963892
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG170,DEL,AMD,Boeing,189,2025-05-21 06:00:00,109,1088.6319580078125,2025-05-20,956.4285714285714,DEL-AMD,Metro to Metro,May,Wednesday,B,Within 3 hour,On Time,163.0,1028.0,0.05898050389865029
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG171,AMD,DEL,Boeing,189,2025-05-21 08:10:00,117,1470.71484375,2025-05-20,1334.1538461538462,AMD-DEL,Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,179.0,1570.0,0.0632389530254777
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG17,DXB,COK,Boeing,186,2025-05-21 12:10:00,159,3750.080078125,2025-05-20,4021.3777777777777,DXB-COK,International to Non-Metro,May,Wednesday,D,More than 3 hour,Delayed,128.0,2852.0,0.31489483805224405
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG184,DEL,CCU,Boeing,212,2025-05-21 21:45:00,185,1286.632080078125,2025-05-20,1589.7,DEL-CCU,Metro to Metro,May,Wednesday,G,Within 3 hour,On Time,206.0,1394.0,0.07702146335859039
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG185,DEL,PNQ,Boeing,212,2025-05-21 09:20:00,209,1596.302490234375,2025-05-20,1520.5357142857142,DEL-PNQ,Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,204.0,1256.0,0.2709414731165406
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG199,IXB,DEL,Boeing,149,2025-05-21 17:20:00,131,916.054443359375,2025-05-20,1160.2222222222222,IXB-DEL,Non-Metro to Metro,May,Wednesday,E,Within 3 hour,On Time,109.0,1002.0,0.08577400862337824
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG23,IXM,DXB,Boeing,189,2025-05-21 12:00:00,165,2647.02490234375,2025-05-20,2796.1363636363635,IXM-DXB,Non-Metro to International,May,Wednesday,D,Within 3 hour,On Time,111.0,2011.0,0.3162729499471656
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG24,DXB,IXM,Boeing,189,2025-05-21 05:00:00,177,4527.8388671875,2025-05-20,3710.866666666667,DXB-IXM,International to Non-Metro,May,Wednesday,A,More than 3 hour,Delayed,181.0,3981.0,0.13736218718600854
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG252,BOM,DEL,Boeing,189,2025-05-21 05:55:00,135,933.5343017578125,2025-05-20,1393.8837209302326,BOM-DEL,Metro to Metro,May,Wednesday,B,Within 3 hour,On Time,177.0,1307.0,0.28574269184559103
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG41,DEL,KTM,Boeing,189,2025-05-21 08:10:00,83,973.8745727539062,2025-05-20,643.4444444444445,DEL-KTM,Metro to International,May,Wednesday,C,Within 3 hour,On Time,76.0,684.0,0.4237932350203308
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG42,KTM,DEL,Boeing,189,2025-05-21 10:55:00,128,2460.124267578125,2025-05-20,1760.2222222222222,KTM-DEL,International to Metro,May,Wednesday,C,Within 3 hour,Preponed,124.0,1803.0,0.36446160154083473
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG475,DEL,DBR,Boeing,189,2025-05-21 10:30:00,172,1437.612548828125,2025-05-20,1449.906976744186,DEL-DBR,Metro to Non-Metro,May,Wednesday,C,Within 3 hour,On Time,187.0,2028.0,0.2911180725699581
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG477,DBR,DEL,Boeing,189,2025-05-21 12:50:00,178,1404.7420654296875,2025-05-20,1488.780487804878,DBR-DEL,Non-Metro to Metro,May,Wednesday,D,Within 3 hour,On Time,181.0,1276.0,0.10089503560320337
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG477,DEL,PNQ,Boeing,189,2025-05-21 15:25:00,175,1451.8209228515625,2025-05-20,1605.088888888889,DEL-PNQ,Metro to Metro,May,Wednesday,D,Within 3 hour,On Time,186.0,1471.0,0.013038121786837185
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG480,BLR,AMD,Boeing,189,2025-05-21 08:40:00,82,1232.0152587890625,2025-05-20,925.0,BLR-AMD,Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,69.0,460.0,1.678294040845788
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG481,AMD,BLR,Boeing,189,2025-05-21 05:55:00,185,2535.530029296875,2025-05-20,1695.6666666666667,AMD-BLR,Metro to Metro,May,Wednesday,B,Within 3 hour,On Time,187.0,1790.0,0.4164972230708799
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG502,BOM,IXB,Boeing,186,2025-05-21 16:15:00,167,2046.7376708984375,2025-05-20,1308.2222222222222,BOM-IXB,Metro to Non-Metro,May,Wednesday,E,Within 3 hour,On Time,180.0,1747.0,0.17157279387432026
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG503,IXB,BOM,Boeing,186,2025-05-21 19:30:00,133,1737.0433349609375,2025-05-20,1222.6,IXB-BOM,Non-Metro to Metro,May,Wednesday,F,More than 3 hour,On Time,171.0,1659.0,0.04704239599815401
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG505,BOM,IXB,Boeing,186,2025-05-21 08:00:00,182,1770.6075439453125,2025-05-20,1835.0681818181818,BOM-IXB,Metro to Non-Metro,May,Wednesday,B,Within 3 hour,On Time,186.0,1816.0,0.024995845845092235
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG506,IXB,BOM,Boeing,186,2025-05-21 11:25:00,159,1210.0291748046875,2025-05-20,1375.2272727272727,IXB-BOM,Non-Metro to Metro,May,Wednesday,D,More than 3 hour,On Time,146.0,913.0,0.3253331596984529
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG514,HYD,VNS,Boeing,189,2025-05-21 12:20:00,146,1224.9808349609375,2025-05-20,1138.8333333333333,HYD-VNS,Metro to Non-Metro,May,Wednesday,D,Within 3 hour,On Time,168.0,1024.0,0.19627034664154053
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG515,VNS,HYD,Boeing,189,2025-05-21 15:05:00,185,2416.21044921875,2025-05-20,1167.5555555555557,VNS-HYD,Non-Metro to Metro,May,Wednesday,D,Within 3 hour,On Time,180.0,1482.0,0.6303714232245277
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG516,HYD,DEL,Boeing,189,2025-05-21 17:40:00,158,1628.7344970703125,2025-05-20,1313.4444444444443,HYD-DEL,Metro to Metro,May,Wednesday,E,Within 3 hour,On Time,180.0,1544.0,0.05487985561548737
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG517,DEL,HYD,Boeing,189,2025-05-21 09:15:00,177,2091.0439453125,2025-05-20,1434.4444444444443,DEL-HYD,Metro to Metro,May,Wednesday,C,Within 3 hour,On Time,184.0,1479.0,0.4138228163032454
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG51,PNQ,DXB,Boeing,189,2025-05-21 20:50:00,165,2805.579833984375,2025-05-20,3068.6,PNQ-DXB,Metro to International,May,Wednesday,F,Within 3 hour,On Time,161.0,2748.0,0.02095336025632278
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG529,BLR,GOX,Boeing,189,2025-05-21 06:35:00,126,1153.0194091796875,2025-05-20,843.5833333333334,BLR-GOX,Metro to Non-Metro,May,Wednesday,B,Within 1.5 hour,On Time,182.0,884.0,0.304320598619556
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG52,DXB,PNQ,Boeing,189,2025-05-21 00:05:00,66,1225.298095703125,2025-05-20,2061.288888888889,DXB-PNQ,International to Metro,May,Wednesday,A,More than 3 hour,Delayed,87.0,1398.0,0.1235349816143598
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG530,BLR,DEL,Boeing,189,2025-05-21 23:45:00,142,877.4425659179688,2025-05-20,1443.7209302325582,BLR-DEL,Metro to Metro,May,Wednesday,G,More than 3 hour,On Time,164.0,755.0,0.1621755839973096
2025-05-20,2025-05-20 06:12:10,1,2025-05-21,SG531,BLR,PAT,Boeing,189,2025-05-21 16:50:00,120,834.270751953125,2025-05-20,1346.0714285714287,BLR-PAT,Metro to Non-Metro,May,Wednesday,E,Within 3 hour,On Time,116.0,859.0,0.028788414489959255
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG18,COK,DXB,Boeing,186,2025-05-15 23:15:00,186,3491.142333984375,2025-05-14,3651.3488372093025,COK-DXB,Non-Metro to International,May,Thursday,G,Within 3 hour,On Time,180.0,3522.0,0.008761404320166099
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG196,BOM,GOP,Boeing,186,2025-05-15 15:35:00,164,1403.5230712890625,2025-05-14,1759.5,BOM-GOP,Metro to Non-Metro,May,Thursday,D,Within 3 hour,On Time,185.0,1596.0,0.12059957939281798
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG197,GOP,BOM,Boeing,186,2025-05-15 18:40:00,179,1387.072265625,2025-05-14,1381.375,GOP-BOM,Non-Metro to Metro,May,Thursday,E,Within 3 hour,On Time,181.0,1601.0,0.13362132065896315
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG199,IXB,DEL,Boeing,144,2025-05-15 17:05:00,133,1343.0811767578125,2025-05-14,1149.0588235294117,IXB-DEL,Non-Metro to Metro,May,Thursday,E,Within 3 hour,On Time,138.0,1419.0,0.05350163723903277
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG23,IXM,DXB,Boeing,189,2025-05-15 12:00:00,156,2667.224365234375,2025-05-14,2860.318181818182,IXM-DXB,Non-Metro to International,May,Thursday,D,Within 3 hour,On Time,134.0,2666.0,0.00045925177583458363
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG24,DXB,IXM,Boeing,189,2025-05-15 05:00:00,183,4243.572265625,2025-05-14,3595.6222222222223,DXB-IXM,International to Non-Metro,May,Thursday,A,More than 3 hour,Delayed,185.0,4807.0,0.11720984696796338
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG252,BOM,DEL,Boeing,189,2025-05-15 05:55:00,131,918.4247436523438,2025-05-14,1388.4761904761904,BOM-DEL,Metro to Metro,May,Thursday,B,Within 3 hour,On Time,150.0,1235.0,0.2563362399576164
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG41,DEL,KTM,Boeing,189,2025-05-15 08:10:00,68,1008.9959106445312,2025-05-14,992.3333333333334,DEL-KTM,Metro to International,May,Thursday,C,Within 3 hour,On Time,52.0,454.0,1.2224579529615225
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG42,KTM,DEL,Boeing,189,2025-05-15 10:55:00,119,2481.3466796875,2025-05-14,1961.3333333333333,KTM-DEL,International to Metro,May,Thursday,C,Within 3 hour,Preponed,112.0,1551.0,0.599836672912637
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG473,DEL,PAT,Boeing,149,2025-05-15 19:40:00,128,1490.2784423828125,2025-05-14,725.5625,DEL-PAT,Metro to Non-Metro,May,Thursday,F,Within 1.5 hour,On Time,140.0,1506.0,0.01043928128631308
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG475,DEL,DBR,Boeing,189,2025-05-15 10:30:00,124,981.3532104492188,2025-05-14,1434.0238095238096,DEL-DBR,Metro to Non-Metro,May,Thursday,C,Within 3 hour,On Time,176.0,1318.0,0.25542245034201916
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG477,DBR,DEL,Boeing,189,2025-05-15 12:50:00,175,1386.5302734375,2025-05-14,1471.2439024390244,DBR-DEL,Non-Metro to Metro,May,Thursday,D,Within 3 hour,On Time,170.0,1406.0,0.013847600684566145
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG477,DEL,PNQ,Boeing,189,2025-05-15 15:25:00,180,1545.8525390625,2025-05-14,1630.590909090909,DEL-PNQ,Metro to Metro,May,Thursday,D,Within 3 hour,On Time,185.0,1778.0,0.13056662594910012
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG478,PAT,DEL,Boeing,149,2025-05-15 21:50:00,110,1329.2130126953125,2025-05-14,596.0,PAT-DEL,Non-Metro to Metro,May,Thursday,G,Within 3 hour,On Time,141.0,754.0,0.762881979702006
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG502,BOM,IXB,Boeing,186,2025-05-15 16:15:00,109,1055.611328125,2025-05-14,1624.5,BOM-IXB,Metro to Non-Metro,May,Thursday,E,Within 3 hour,On Time,85.0,878.0,0.20229080652050113
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG503,IXB,BOM,Boeing,186,2025-05-15 19:30:00,161,1881.3602294921875,2025-05-14,1126.0,IXB-BOM,Non-Metro to Metro,May,Thursday,F,More than 3 hour,On Time,147.0,1300.0,0.4472001765324519
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG505,BOM,IXB,Boeing,186,2025-05-15 08:00:00,166,1478.323974609375,2025-05-14,1832.9024390243903,BOM-IXB,Metro to Non-Metro,May,Thursday,B,Within 3 hour,On Time,174.0,1927.0,0.23283654664796316
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG506,IXB,BOM,Boeing,186,2025-05-15 11:25:00,158,1264.7689208984375,2025-05-14,1400.560975609756,IXB-BOM,Non-Metro to Metro,May,Thursday,D,More than 3 hour,On Time,116.0,666.0,0.8990524337814377
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG507,BOM,VNS,Boeing,189,2025-05-15 20:50:00,180,2311.37158203125,2025-05-14,1376.9166666666667,BOM-VNS,Metro to Non-Metro,May,Thursday,F,Within 3 hour,On Time,189.0,1574.0,0.46846987422569886
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG508,VNS,BOM,Boeing,189,2025-05-15 23:45:00,175,2034.68505859375,2025-05-14,1296.5833333333333,VNS-BOM,Non-Metro to Metro,May,Thursday,G,Within 3 hour,On Time,181.0,1377.0,0.47762168380083514
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG514,HYD,VNS,Boeing,189,2025-05-15 12:20:00,140,1495.166259765625,2025-05-14,1207.6666666666667,HYD-VNS,Metro to Non-Metro,May,Thursday,D,Within 3 hour,On Time,148.0,859.0,0.740589359447759
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG515,VNS,HYD,Boeing,189,2025-05-15 15:05:00,141,1818.5926513671875,2025-05-14,1092.25,VNS-HYD,Non-Metro to Metro,May,Thursday,D,Within 3 hour,On Time,150.0,1031.0,0.7639113980283099
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG516,HYD,DEL,Boeing,189,2025-05-15 17:40:00,156,1788.6815185546875,2025-05-14,1283.5833333333333,HYD-DEL,Metro to Metro,May,Thursday,E,Within 3 hour,On Time,183.0,1530.0,0.1690728879442402
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG517,DEL,HYD,Boeing,189,2025-05-15 09:15:00,136,1781.089111328125,2025-05-14,1405.75,DEL-HYD,Metro to Metro,May,Thursday,C,Within 3 hour,On Time,183.0,1389.0,0.2822815776300396
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG51,PNQ,DXB,Boeing,189,2025-05-15 20:50:00,180,2992.67529296875,2025-05-14,3024.0666666666666,PNQ-DXB,Metro to International,May,Thursday,F,Within 3 hour,On Time,182.0,3259.0,0.08171976282026695
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG52,DXB,PNQ,Boeing,189,2025-05-15 00:05:00,116,2055.4970703125,2025-05-14,2047.7777777777778,DXB-PNQ,International to Metro,May,Thursday,A,More than 3 hour,Delayed,119.0,2289.0,0.10201089108235037
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG530,BLR,DEL,Boeing,189,2025-05-15 23:45:00,155,1087.9239501953125,2025-05-14,1519.2926829268292,BLR-DEL,Metro to Metro,May,Thursday,G,More than 3 hour,On Time,142.0,1092.0,0.0037326463412889195
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG531,BLR,PAT,Boeing,189,2025-05-15 16:50:00,125,895.0966186523438,2025-05-14,1483.5555555555557,BLR-PAT,Metro to Non-Metro,May,Thursday,E,Within 3 hour,On Time,123.0,962.0,0.06954613445702312
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG532,PAT,BLR,Boeing,189,2025-05-15 20:15:00,168,1523.5115966796875,2025-05-14,1545.7777777777778,PAT-BLR,Non-Metro to Metro,May,Thursday,F,Within 3 hour,On Time,176.0,1428.0,0.06688487162443102
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG535,DBR,BLR,Boeing,189,2025-05-15 13:30:00,156,2157.667724609375,2025-05-14,1192.625,DBR-BLR,Non-Metro to Metro,May,Thursday,D,Within 3 hour,On Time,158.0,1455.0,0.4829331440614261
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG53,CCJ,DXB,Boeing,186,2025-05-15 23:25:00,186,3792.5283203125,2025-05-14,3773.4444444444443,CCJ-DXB,Non-Metro to International,May,Thursday,G,Within 3 hour,On Time,164.0,3390.0,0.11873991749631269
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG54,DXB,CCJ,Boeing,186,2025-05-15 12:20:00,171,4524.33740234375,2025-05-14,4578.333333333333,DXB-CCJ,International to Non-Metro,May,Thursday,D,More than 3 hour,Delayed,180.0,4624.0,0.02155332994296064
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG55,ATQ,DXB,Boeing,186,2025-05-15 09:15:00,165,2542.997802734375,2025-05-14,3006.5263157894738,ATQ-DXB,Non-Metro to International,May,Thursday,C,Within 3 hour,On Time,165.0,2798.0,0.09113731138871516
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG56,DXB,ATQ,Boeing,186,2025-05-15 03:00:00,114,2278.091552734375,2025-05-14,2628.9736842105262,DXB-ATQ,International to Non-Metro,May,Thursday,A,More than 3 hour,Delayed,78.0,1647.0,0.38317641331777474
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG57,JAI,DXB,Boeing,186,2025-05-15 08:55:00,165,2667.544921875,2025-05-14,2834.0,JAI-DXB,Non-Metro to International,May,Thursday,C,Within 3 hour,On Time,161.0,2525.0,0.0564534344059406
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG58,DXB,JAI,Boeing,186,2025-05-15 03:15:00,95,2125.525146484375,2025-05-14,3053.1290322580644,DXB-JAI,International to Non-Metro,May,Thursday,A,More than 3 hour,Delayed,100.0,2212.0,0.03909351424757007
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG59,BOM,DXB,Boeing,189,2025-05-15 02:00:00,189,2882.35791015625,2025-05-14,2628.777777777778,BOM-DXB,Metro to International,May,Thursday,A,Within 3 hour,On Time,177.0,2932.0,0.016931135690228513
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG5,DEL,DXB,Boeing,189,2025-05-15 18:45:00,182,2274.9306640625,2025-05-14,2644.5333333333333,DEL-DXB,Metro to International,May,Thursday,E,Within 3 hour,On Time,173.0,1675.0,0.35816756063432836
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG60,DXB,BOM,Boeing,189,2025-05-15 16:00:00,119,1916.9793701171875,2025-05-14,1545.6511627906978,DXB-BOM,International to Metro,May,Thursday,D,More than 3 hour,Delayed,138.0,2418.0,0.2072045615727099
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG6,DXB,DEL,Boeing,189,2025-05-15 11:10:00,100,1682.25341796875,2025-05-14,2245.0444444444443,DXB-DEL,International to Metro,May,Thursday,D,More than 3 hour,Delayed,111.0,2205.0,0.23707327983276644
2025-05-14,2025-05-14 06:03:02,1,2025-05-15,SG709,DEL,BOM,Boeing,149,2025-05-15 18:25:00,134,984.00146484375,2025-05-14,990.46875,DEL-BOM,Metro to Metro,May,Thursday,E,Within 3 hour,On Time,146.0,1190.0,0.17310801273634455
